src_bytes,dst_bytes,logged_in,count,srv_count,dst_host_srv_count,dst_host_same_srv_rate,label,Prediction,Severity
448,1000,1,10,5,255,0.95,normal,Benign,Low
449,1040,1,10,7,255,0.91,normal,Benign,Low
626,1087,1,5,19,255,0.97,normal,Benign,Low
278,1352,1,8,5,255,0.95,normal,Benign,Low
601,1697,1,11,20,255,0.96,normal,Benign,Low
582,349,1,19,4,255,0.98,normal,Benign,Low
162,2169,1,12,5,255,0.87,normal,Benign,Low
569,332,1,12,16,255,0.97,normal,Benign,Low
846,2109,1,13,2,255,0.87,normal,Benign,Low
38456,36675,0,143,89,114,0.12,saint,Attack,High
37732,24411,0,251,116,146,0.2,normal,Attack,High
39794,29181,0,229,66,32,0.05,normal,Attack,High
893,1314,1,2,6,255,0.89,normal,Benign,Low
33054,43158,0,252,94,107,0.19,mscan,Attack,High
228,2248,1,18,7,255,0.96,normal,Benign,Low
482,1765,1,17,2,255,0.98,normal,Benign,Low
790,411,1,6,8,255,0.98,normal,Benign,Low
769,920,1,12,19,255,0.98,normal,Benign,Low
528,1869,1,4,16,255,0.88,normal,Benign,Low
734,479,1,3,7,255,0.9,normal,Benign,Low
721,2469,1,17,9,255,1.0,normal,Benign,Low
701,1386,1,10,18,255,0.9,normal,Benign,Low
607,615,1,8,7,255,0.92,normal,Benign,Low
367,469,1,19,7,255,0.97,normal,Benign,Low
29267,59919,0,155,73,100,0.32,normal,Attack,High
14047,28893,0,195,67,34,0.14,normal,Attack,High
563,2441,1,12,11,255,0.9,normal,Benign,Low
29095,58535,0,85,109,174,0.39,neptune,Benign,Low
25153,36362,0,213,49,101,0.37,normal,Attack,High
792,359,1,9,7,255,0.91,normal,Benign,Low
698,2382,1,4,18,255,0.9,normal,Benign,Low
694,1407,1,17,3,255,0.9,normal,Benign,Low
536,1464,1,1,13,255,0.99,normal,Benign,Low
192,1100,1,2,11,255,0.93,normal,Benign,Low
31158,18406,0,80,87,76,0.28,mscan,Benign,Low
10634,17112,0,133,56,57,0.08,normal,Attack,High
24904,23678,0,143,90,88,0.09,neptune,Attack,High
218,1019,1,14,17,255,0.86,normal,Benign,Low
363,1861,1,14,1,255,0.95,normal,Benign,Low
760,1626,1,13,2,255,0.88,normal,Benign,Low
20321,43496,0,107,49,29,0.01,neptune,Attack,High
429,1692,1,11,18,255,0.88,normal,Benign,Low
810,1939,1,11,20,255,0.96,normal,Benign,Low
8474,25072,0,148,60,48,0.22,normal,Benign,Low
15441,39603,0,246,99,134,0.34,mscan,Attack,High
661,1659,1,12,8,255,0.9,normal,Benign,Low
163,1356,1,14,3,255,0.92,normal,Benign,Low
10301,54753,0,114,96,38,0.14,normal,Attack,High
706,642,1,19,12,255,0.92,normal,Benign,Low
16283,35627,0,97,89,88,0.11,normal,Attack,High
586,1462,1,8,3,255,0.89,normal,Benign,Low
696,1115,1,8,15,255,0.97,normal,Benign,Low
303,263,1,4,1,255,0.89,normal,Benign,Low
547,2401,1,14,20,255,0.91,normal,Benign,Low
11760,56741,0,248,93,42,0.06,normal,Attack,High
270,257,1,13,1,255,0.98,normal,Benign,Low
807,1371,1,13,7,255,0.91,normal,Benign,Low
550,459,1,17,1,255,0.86,normal,Benign,Low
13199,48991,0,122,90,67,0.06,mscan,Attack,High
685,592,1,5,4,255,0.86,normal,Benign,Low
20796,43620,0,246,36,62,0.3,normal,Attack,High
18513,45163,0,126,55,93,0.02,neptune,Attack,High
29638,32013,0,167,99,17,0.08,portsweep,Attack,High
29423,27409,0,144,79,97,0.1,portsweep,Attack,High
31684,59977,0,184,55,178,0.18,normal,Attack,High
553,1097,1,16,19,255,0.85,normal,Benign,Low
480,1530,1,13,13,255,0.93,normal,Benign,Low
600,1777,1,14,1,255,0.86,normal,Benign,Low
433,741,1,15,4,255,0.99,normal,Benign,Low
854,1657,1,4,9,255,0.9,normal,Benign,Low
684,1891,1,18,5,255,0.9,normal,Benign,Low
17207,57207,0,110,51,164,0.24,normal,Attack,High
223,1179,1,14,12,255,0.96,normal,Benign,Low
840,2423,1,17,6,255,0.98,normal,Benign,Low
870,256,1,17,13,255,0.94,normal,Benign,Low
760,959,1,10,17,255,0.86,normal,Benign,Low
134,2416,1,19,5,255,0.9,normal,Benign,Low
637,756,1,18,17,255,0.92,normal,Benign,Low
163,2300,1,7,7,255,0.86,normal,Benign,Low
356,2355,1,7,9,255,0.88,normal,Benign,Low
390,1074,1,9,7,255,0.87,normal,Benign,Low
598,793,1,6,15,255,0.99,saint,Benign,Low
882,1212,1,2,9,255,0.9,normal,Benign,Low
29515,22007,0,167,84,176,0.33,portsweep,Attack,High
757,2113,1,12,20,255,0.89,normal,Benign,Low
783,2173,1,11,9,255,0.89,normal,Benign,Low
22683,37359,0,109,95,19,0.23,normal,Attack,High
493,1571,1,12,14,255,0.98,normal,Benign,Low
149,1293,1,8,16,255,0.94,normal,Benign,Low
18950,16126,0,82,88,141,0.07,portsweep,Benign,Low
429,940,1,12,5,255,0.86,normal,Benign,Low
739,2044,1,9,20,255,0.88,normal,Benign,Low
833,1631,1,11,14,255,0.99,normal,Benign,Low
205,2190,1,10,7,255,0.91,normal,Benign,Low
270,738,1,19,12,255,0.99,normal,Benign,Low
455,655,1,13,14,255,0.99,normal,Benign,Low
177,1088,1,20,12,255,0.96,normal,Benign,Low
23776,46061,0,114,87,130,0.17,saint,Attack,High
703,2244,1,14,14,255,0.93,normal,Benign,Low
20813,48454,0,153,52,164,0.15,portsweep,Attack,High
799,2290,1,8,6,255,0.94,normal,Benign,Low
196,1308,1,3,3,255,0.87,normal,Benign,Low
10796,23790,0,138,58,58,0.19,portsweep,Attack,High
618,1237,1,19,4,255,0.88,normal,Benign,Low
535,358,1,12,18,255,0.98,normal,Benign,Low
821,709,1,9,11,255,0.95,normal,Benign,Low
444,1498,1,16,13,255,0.9,normal,Benign,Low
132,1480,1,14,7,255,0.91,normal,Benign,Low
155,1532,1,10,6,255,0.98,normal,Benign,Low
401,1989,1,3,9,255,1.0,normal,Benign,Low
321,676,1,17,5,255,0.9,normal,Benign,Low
331,366,1,19,12,255,0.98,normal,Benign,Low
413,472,1,12,7,255,0.93,portsweep,Benign,Low
866,480,1,16,2,255,0.91,normal,Benign,Low
851,1838,1,10,7,255,0.94,normal,Benign,Low
598,626,1,16,17,255,0.93,normal,Benign,Low
592,1418,1,5,1,255,0.91,normal,Benign,Low
783,2472,1,15,13,255,0.95,normal,Benign,Low
10030,31385,0,158,36,102,0.09,portsweep,Attack,High
544,1463,1,1,18,255,0.9,normal,Benign,Low
698,2242,1,14,15,255,0.99,normal,Benign,Low
550,764,1,6,12,255,0.93,normal,Benign,Low
661,548,1,15,4,255,0.92,normal,Benign,Low
20015,44430,0,109,39,65,0.31,normal,Attack,High
190,2317,1,5,5,255,0.89,normal,Benign,Low
241,2450,1,13,20,255,0.91,normal,Benign,Low
211,1132,1,6,16,255,0.91,normal,Benign,Low
730,1986,1,19,19,255,0.91,normal,Benign,Low
393,2169,1,13,1,255,0.87,normal,Benign,Low
166,2158,1,12,12,255,0.86,normal,Benign,Low
527,842,1,5,18,255,0.88,normal,Benign,Low
28992,57920,0,231,46,136,0.38,normal,Attack,High
305,260,1,18,20,255,0.94,saint,Benign,Low
123,1758,1,12,14,255,0.85,normal,Benign,Low
10617,26831,0,89,71,178,0.32,mscan,Attack,High
206,673,1,4,16,255,0.93,normal,Benign,Low
252,1610,1,15,16,255,0.86,normal,Benign,Low
366,1398,1,6,5,255,0.98,normal,Benign,Low
638,1837,1,4,6,255,1.0,normal,Benign,Low
736,2476,1,15,17,255,0.92,normal,Benign,Low
16974,38838,0,235,81,161,0.31,mscan,Attack,High
359,752,1,13,17,255,0.88,normal,Benign,Low
15224,37074,0,91,117,56,0.01,normal,Attack,High
18675,36883,0,192,81,116,0.24,saint,Attack,High
456,603,1,18,12,255,0.93,normal,Benign,Low
350,1032,1,20,3,255,0.94,normal,Benign,Low
857,1492,1,3,10,255,0.95,normal,Benign,Low
162,2458,1,5,7,255,0.89,normal,Benign,Low
277,1767,1,6,19,255,0.91,normal,Benign,Low
19580,43867,0,119,60,54,0.35,normal,Attack,High
8657,22193,0,85,41,164,0.2,saint,Benign,Low
283,578,1,19,14,255,0.88,normal,Benign,Low
11058,16129,0,107,84,74,0.38,portsweep,Benign,Low
23096,29008,0,166,38,169,0.01,neptune,Attack,High
18548,50056,0,182,117,126,0.31,mscan,Attack,High
716,1768,1,18,2,255,0.88,normal,Benign,Low
395,1421,1,20,6,255,0.96,normal,Benign,Low
760,1631,1,7,4,255,0.97,normal,Benign,Low
36237,17543,0,95,83,26,0.01,normal,Benign,Low
437,1526,1,1,20,255,0.92,normal,Benign,Low
27938,52682,0,110,92,116,0.39,normal,Attack,High
196,713,1,12,6,255,0.88,normal,Benign,Low
23755,18876,0,254,104,71,0.16,normal,Benign,Low
358,448,1,10,19,255,0.89,normal,Benign,Low
397,1030,1,17,17,255,0.86,mscan,Benign,Low
424,1085,1,17,1,255,0.99,normal,Benign,Low
35753,30058,0,165,66,45,0.1,normal,Attack,High
736,2038,1,4,14,255,0.96,normal,Benign,Low
408,1656,1,11,17,255,0.86,normal,Benign,Low
39006,21349,0,250,110,176,0.04,normal,Attack,High
517,2068,1,2,2,255,0.92,normal,Benign,Low
641,370,1,4,5,255,0.86,normal,Benign,Low
460,356,1,12,12,255,0.88,normal,Benign,Low
731,301,1,7,14,255,0.91,normal,Benign,Low
511,657,1,15,16,255,0.94,normal,Benign,Low
195,2485,1,6,13,255,0.86,normal,Benign,Low
209,1092,1,7,12,255,0.94,normal,Benign,Low
133,1826,1,14,14,255,0.96,normal,Benign,Low
11779,38512,0,245,40,150,0.38,portsweep,Attack,High
550,2390,1,13,20,255,0.96,normal,Benign,Low
507,2160,1,1,2,255,0.86,normal,Benign,Low
22019,36647,0,241,57,138,0.31,normal,Attack,High
16054,15418,0,239,36,29,0.35,normal,Benign,Low
11749,33310,0,236,71,143,0.04,normal,Attack,High
24731,23683,0,137,55,52,0.12,normal,Attack,High
513,301,1,11,1,255,0.9,normal,Benign,Low
36300,54473,0,95,63,94,0.15,neptune,Attack,High
193,1835,1,4,11,255,0.86,normal,Benign,Low
22179,42278,0,202,31,35,0.31,saint,Attack,High
651,1882,1,17,12,255,0.95,normal,Benign,Low
10080,33906,0,202,36,129,0.36,normal,Attack,High
38521,46981,0,211,111,122,0.29,normal,Attack,High
711,825,1,11,18,255,0.86,normal,Benign,Low
766,1980,1,12,1,255,0.95,normal,Benign,Low
334,1325,1,13,8,255,0.96,normal,Benign,Low
767,1805,1,16,17,255,0.91,normal,Benign,Low
32965,26020,0,172,78,22,0.34,normal,Attack,High
256,2370,1,1,17,255,0.9,normal,Benign,Low
410,331,1,17,11,255,0.9,normal,Benign,Low
413,2162,1,6,5,255,0.98,normal,Benign,Low
457,1411,1,2,2,255,0.86,normal,Benign,Low
588,429,1,1,16,255,0.88,normal,Benign,Low
618,1067,1,4,2,255,0.96,normal,Benign,Low
623,439,1,2,16,255,0.85,normal,Benign,Low
428,2256,1,13,19,255,0.86,normal,Benign,Low
832,641,1,16,11,255,0.94,normal,Benign,Low
605,1915,1,7,7,255,0.99,normal,Benign,Low
688,2468,1,9,17,255,1.0,normal,Benign,Low
36768,19387,0,196,38,159,0.07,saint,Benign,Low
692,653,1,13,10,255,0.96,normal,Benign,Low
247,2407,1,6,6,255,0.91,normal,Benign,Low
746,1202,1,18,18,255,0.87,normal,Benign,Low
435,1176,1,19,11,255,0.98,normal,Benign,Low
497,572,1,15,2,255,0.92,normal,Benign,Low
248,2243,1,11,16,255,0.98,normal,Benign,Low
247,796,1,2,13,255,0.9,normal,Benign,Low
479,1471,1,12,7,255,0.92,normal,Benign,Low
553,981,1,1,8,255,0.92,normal,Benign,Low
12935,17547,0,205,50,140,0.08,mscan,Attack,High
21326,22154,0,184,90,70,0.13,normal,Attack,High
15589,57428,0,249,78,118,0.22,portsweep,Attack,High
692,2282,1,4,15,255,0.9,normal,Benign,Low
201,2155,1,11,19,255,0.96,normal,Benign,Low
899,1655,1,18,14,255,0.94,normal,Benign,Low
880,1854,1,10,19,255,0.9,normal,Benign,Low
411,341,1,2,1,255,0.91,normal,Benign,Low
29567,57771,0,185,85,118,0.07,portsweep,Attack,High
401,556,1,8,1,255,0.97,normal,Benign,Low
568,1104,1,4,10,255,0.9,normal,Benign,Low
260,483,1,2,5,255,0.93,normal,Benign,Low
477,1225,1,14,2,255,0.99,normal,Benign,Low
37297,26330,0,199,114,135,0.03,portsweep,Attack,High
14063,49721,0,197,40,14,0.26,mscan,Attack,High
122,2249,1,1,10,255,0.91,normal,Benign,Low
36126,33119,0,137,42,90,0.16,normal,Attack,High
38096,39421,0,240,99,27,0.3,normal,Attack,High
312,1568,1,3,13,255,0.97,normal,Benign,Low
22763,32833,0,251,62,48,0.31,normal,Attack,High
35937,47625,0,156,116,77,0.36,portsweep,Attack,High
175,431,1,19,6,255,0.98,normal,Benign,Low
289,2221,1,7,16,255,0.86,normal,Benign,Low
626,345,1,7,13,255,0.95,normal,Benign,Low
870,503,1,10,2,255,0.86,normal,Benign,Low
36857,25214,0,218,65,122,0.29,portsweep,Attack,High
484,2153,1,20,13,255,0.98,normal,Benign,Low
10641,37056,0,105,117,51,0.26,mscan,Attack,High
29353,18229,0,156,83,125,0.28,saint,Benign,Low
20275,57295,0,162,64,119,0.31,normal,Attack,High
224,1399,1,12,2,255,0.99,normal,Benign,Low
143,2305,1,15,17,255,0.88,normal,Benign,Low
18471,42846,0,213,66,18,0.19,mscan,Attack,High
33422,21236,0,147,98,108,0.31,portsweep,Attack,High
897,1476,1,14,19,255,0.97,normal,Benign,Low
764,581,1,11,3,255,0.87,normal,Benign,Low
216,345,1,7,12,255,0.87,normal,Benign,Low
560,371,1,13,5,255,0.88,normal,Benign,Low
25619,47335,0,113,57,82,0.16,neptune,Attack,High
346,407,1,7,15,255,0.9,normal,Benign,Low
766,1294,1,2,17,255,1.0,normal,Benign,Low
838,2363,1,5,10,255,0.88,portsweep,Benign,Low
9144,33401,0,112,40,29,0.2,mscan,Benign,Low
551,2067,1,9,13,255,0.94,normal,Benign,Low
23707,41974,0,83,104,89,0.14,normal,Attack,High
360,931,1,6,15,255,0.93,normal,Benign,Low
410,1041,1,13,12,255,0.98,normal,Benign,Low
14427,57462,0,187,38,50,0.12,normal,Attack,High
225,1411,1,5,6,255,0.98,normal,Benign,Low
773,2194,1,4,16,255,0.96,normal,Benign,Low
20549,49060,0,135,40,174,0.03,mscan,Attack,High
842,2432,1,6,12,255,0.89,normal,Benign,Low
795,1086,1,8,6,255,0.91,normal,Benign,Low
243,904,1,4,18,255,0.87,normal,Benign,Low
147,2428,1,7,11,255,0.95,normal,Benign,Low
31611,35302,0,123,60,10,0.28,normal,Attack,High
25476,46888,0,179,80,69,0.28,saint,Attack,High
364,1300,1,16,9,255,0.95,normal,Benign,Low
26526,55264,0,158,52,63,0.1,portsweep,Attack,High
133,2072,1,11,7,255,0.98,normal,Benign,Low
235,856,1,2,5,255,1.0,normal,Benign,Low
225,2312,1,12,14,255,0.99,normal,Benign,Low
472,1125,1,20,19,255,0.91,normal,Benign,Low
813,1282,1,4,1,255,0.9,normal,Benign,Low
740,2355,1,9,15,255,0.95,normal,Benign,Low
854,2234,1,10,10,255,0.88,normal,Benign,Low
14875,25984,0,238,52,42,0.35,portsweep,Attack,High
644,812,1,11,5,255,1.0,normal,Benign,Low
261,2051,1,11,17,255,0.93,normal,Benign,Low
16349,40043,0,209,107,90,0.06,portsweep,Attack,High
597,1105,1,8,9,255,0.96,normal,Benign,Low
415,2221,1,16,6,255,0.96,normal,Benign,Low
771,1983,1,20,10,255,0.94,normal,Benign,Low
503,1868,1,18,17,255,0.89,normal,Benign,Low
699,2279,1,13,13,255,0.86,normal,Benign,Low
37056,46451,0,247,58,14,0.29,portsweep,Attack,High
802,574,1,16,20,255,0.91,normal,Benign,Low
36481,30291,0,92,78,157,0.4,portsweep,Attack,High
346,1988,1,2,7,255,0.99,normal,Benign,Low
596,336,1,18,5,255,0.9,normal,Benign,Low
37949,42737,0,86,106,98,0.17,neptune,Attack,High
463,2162,1,17,7,255,0.95,normal,Benign,Low
25909,58717,0,91,67,127,0.18,normal,Attack,High
233,2012,1,6,10,255,1.0,normal,Benign,Low
297,1781,1,1,15,255,0.89,normal,Benign,Low
248,1067,1,15,15,255,0.97,normal,Benign,Low
36576,51829,0,117,39,42,0.18,neptune,Attack,High
196,479,1,9,6,255,0.89,normal,Benign,Low
29091,48790,0,116,82,166,0.18,normal,Attack,High
182,1120,1,5,20,255,0.87,normal,Benign,Low
19892,32170,0,230,110,94,0.16,mscan,Attack,High
646,827,1,15,4,255,0.85,mscan,Benign,Low
11487,38884,0,136,62,112,0.2,mscan,Attack,High
22542,56765,0,226,74,135,0.25,saint,Attack,High
19520,59234,0,176,63,21,0.07,mscan,Attack,High
191,1773,1,6,7,255,0.89,normal,Benign,Low
19107,47266,0,124,100,51,0.29,saint,Attack,High
369,2101,1,13,6,255,0.87,normal,Benign,Low
548,895,1,16,6,255,0.97,normal,Benign,Low
13044,48257,0,147,55,107,0.33,mscan,Attack,High
292,2010,1,18,18,255,0.96,normal,Benign,Low
284,2333,1,14,17,255,0.97,normal,Benign,Low
223,1315,1,14,10,255,0.9,normal,Benign,Low
34730,41513,0,110,76,17,0.14,neptune,Attack,High
481,1419,1,13,8,255,0.97,normal,Benign,Low
24421,40175,0,221,83,152,0.39,neptune,Attack,High
332,2361,1,9,13,255,0.92,normal,Benign,Low
472,1107,1,5,10,255,0.93,normal,Benign,Low
762,1408,1,4,13,255,0.89,normal,Benign,Low
8134,43040,0,107,94,180,0.31,saint,Benign,Low
188,774,1,1,15,255,0.92,normal,Benign,Low
139,689,1,4,3,255,0.92,normal,Benign,Low
14005,46170,0,131,107,97,0.27,mscan,Attack,High
36668,21999,0,94,112,80,0.21,saint,Attack,High
510,1636,1,1,17,255,0.97,normal,Benign,Low
17875,43121,0,128,80,100,0.37,normal,Attack,High
32117,30935,0,82,41,125,0.28,portsweep,Attack,High
706,1623,1,1,9,255,0.97,normal,Benign,Low
655,924,1,16,10,255,0.85,neptune,Benign,Low
509,1909,1,20,16,255,0.94,normal,Benign,Low
136,1214,1,8,13,255,0.87,normal,Benign,Low
471,793,1,10,1,255,0.9,normal,Benign,Low
39459,59979,0,194,81,92,0.33,portsweep,Attack,High
578,739,1,11,15,255,0.97,normal,Benign,Low
874,2167,1,9,14,255,0.9,normal,Benign,Low
335,1109,1,13,1,255,1.0,normal,Benign,Low
10340,50568,0,124,76,163,0.33,mscan,Attack,High
393,971,1,15,7,255,0.92,normal,Benign,Low
138,1043,1,9,13,255,0.91,normal,Benign,Low
132,1954,1,18,3,255,0.94,normal,Benign,Low
426,2181,1,10,3,255,0.9,normal,Benign,Low
17888,16263,0,150,70,48,0.02,portsweep,Benign,Low
38603,21936,0,130,93,93,0.08,normal,Attack,High
285,2419,1,8,16,255,0.86,normal,Benign,Low
336,963,1,8,20,255,0.97,normal,Benign,Low
205,2458,1,5,13,255,0.92,normal,Benign,Low
411,891,1,7,14,255,0.97,normal,Benign,Low
12322,41183,0,236,39,86,0.31,normal,Attack,High
144,1446,1,16,5,255,0.99,normal,Benign,Low
168,1760,1,9,17,255,0.88,normal,Benign,Low
30921,18606,0,171,118,111,0.25,neptune,Benign,Low
606,1384,1,5,1,255,0.9,portsweep,Benign,Low
707,924,1,14,15,255,1.0,normal,Benign,Low
614,1587,1,1,12,255,0.87,normal,Benign,Low
615,2237,1,11,15,255,0.97,normal,Benign,Low
467,2292,1,2,1,255,0.92,normal,Benign,Low
124,2082,1,13,18,255,0.85,normal,Benign,Low
554,299,1,5,3,255,0.94,normal,Benign,Low
508,835,1,11,13,255,0.92,normal,Benign,Low
511,2424,1,9,19,255,0.99,normal,Benign,Low
230,1173,1,20,5,255,0.93,normal,Benign,Low
369,1210,1,18,1,255,0.93,normal,Benign,Low
17775,19037,0,115,70,45,0.07,mscan,Benign,Low
206,1344,1,8,18,255,0.89,normal,Benign,Low
255,1380,1,8,20,255,0.89,normal,Benign,Low
824,445,1,13,15,255,0.9,normal,Benign,Low
223,956,1,16,1,255,0.87,normal,Benign,Low
28282,21157,0,119,114,32,0.27,mscan,Attack,High
38053,34894,0,96,68,81,0.09,portsweep,Attack,High
20735,35324,0,104,41,105,0.23,neptune,Attack,High
182,2410,1,1,19,255,0.98,normal,Benign,Low
469,1231,1,4,18,255,0.9,normal,Benign,Low
571,1147,1,2,13,255,0.89,normal,Benign,Low
209,2239,1,2,14,255,0.94,normal,Benign,Low
129,1623,1,16,14,255,0.94,normal,Benign,Low
22331,19663,0,117,68,123,0.04,normal,Benign,Low
724,306,1,8,9,255,0.99,normal,Benign,Low
148,1937,1,16,15,255,0.93,normal,Benign,Low
545,1513,1,20,12,255,0.95,normal,Benign,Low
635,1104,1,1,1,255,0.92,normal,Benign,Low
792,2278,1,18,6,255,0.96,normal,Benign,Low
138,1550,1,4,2,255,0.98,normal,Benign,Low
878,1727,1,11,17,255,0.92,normal,Benign,Low
29450,33942,0,137,104,145,0.23,normal,Attack,High
617,940,1,1,11,255,0.88,normal,Benign,Low
790,1486,1,8,10,255,0.9,normal,Benign,Low
24862,57631,0,127,62,96,0.38,saint,Attack,High
392,337,1,16,17,255,0.87,normal,Benign,Low
226,953,1,12,14,255,0.94,normal,Benign,Low
766,737,1,17,20,255,0.95,normal,Benign,Low
796,765,1,4,1,255,0.94,normal,Benign,Low
381,1804,1,6,11,255,0.96,normal,Benign,Low
752,744,1,17,7,255,0.97,normal,Benign,Low
854,1960,1,15,10,255,0.96,normal,Benign,Low
23080,54293,0,236,100,10,0.24,normal,Attack,High
10607,39933,0,201,70,58,0.28,normal,Attack,High
497,2287,1,5,10,255,0.88,normal,Benign,Low
190,972,1,18,14,255,0.93,normal,Benign,Low
676,929,1,10,12,255,0.91,normal,Benign,Low
428,2293,1,5,4,255,0.99,normal,Benign,Low
38316,42675,0,161,118,39,0.1,normal,Attack,High
229,1673,1,16,10,255,0.98,normal,Benign,Low
470,299,1,11,3,255,0.85,normal,Benign,Low
880,280,1,10,2,255,0.96,normal,Benign,Low
32703,52788,0,143,32,118,0.34,saint,Attack,High
25481,41714,0,210,83,25,0.16,saint,Attack,High
851,2426,1,9,11,255,0.96,normal,Benign,Low
178,1955,1,7,7,255,0.95,normal,Benign,Low
786,2123,1,2,19,255,0.93,normal,Benign,Low
840,2035,1,14,9,255,0.9,normal,Benign,Low
22559,28223,0,111,117,38,0.06,normal,Attack,High
39909,49413,0,152,35,154,0.23,portsweep,Attack,High
720,1216,1,18,9,255,0.86,normal,Benign,Low
183,1746,1,14,5,255,0.93,normal,Benign,Low
21647,23787,0,216,72,100,0.29,normal,Attack,High
564,1365,1,16,11,255,0.98,normal,Benign,Low
736,2290,1,17,10,255,0.88,normal,Benign,Low
795,1392,1,19,8,255,0.87,normal,Benign,Low
25294,34005,0,188,46,32,0.21,saint,Attack,High
241,628,1,1,20,255,0.91,normal,Benign,Low
215,2360,1,7,16,255,0.99,normal,Benign,Low
21093,45456,0,81,68,171,0.25,saint,Attack,High
197,883,1,15,1,255,0.97,normal,Benign,Low
27143,56671,0,92,85,148,0.28,portsweep,Attack,High
814,1627,1,11,15,255,0.9,normal,Benign,Low
263,1845,1,11,18,255,0.88,normal,Benign,Low
250,2255,1,10,7,255,0.87,normal,Benign,Low
537,262,1,17,10,255,0.95,normal,Benign,Low
123,2279,1,14,8,255,0.85,normal,Benign,Low
496,1813,1,14,1,255,0.95,normal,Benign,Low
19010,17168,0,210,42,88,0.08,saint,Attack,High
782,660,1,13,18,255,0.95,normal,Benign,Low
543,1297,1,1,2,255,0.98,normal,Benign,Low
527,2211,1,20,6,255,0.99,normal,Benign,Low
735,1163,1,8,11,255,0.92,normal,Benign,Low
494,1369,1,5,16,255,0.91,normal,Benign,Low
227,2450,1,12,17,255,0.86,normal,Benign,Low
766,2473,1,20,1,255,0.98,normal,Benign,Low
178,885,1,14,2,255,0.86,normal,Benign,Low
183,1229,1,20,8,255,0.89,normal,Benign,Low
723,787,1,18,7,255,0.93,normal,Benign,Low
26082,35116,0,164,113,151,0.35,normal,Attack,High
412,1798,1,13,15,255,0.94,normal,Benign,Low
382,399,1,16,17,255,1.0,normal,Benign,Low
676,2330,1,7,3,255,0.98,normal,Benign,Low
19444,44581,0,107,46,95,0.39,mscan,Attack,High
38468,21617,0,241,54,123,0.07,portsweep,Attack,High
652,2137,1,13,16,255,0.99,normal,Benign,Low
732,1974,1,1,1,255,0.87,normal,Benign,Low
36427,45932,0,113,89,24,0.16,mscan,Attack,High
34335,37286,0,175,68,77,0.17,normal,Attack,High
471,1118,1,14,3,255,0.89,normal,Benign,Low
269,1208,1,3,11,255,0.98,normal,Benign,Low
334,2273,1,3,1,255,1.0,normal,Benign,Low
16918,44653,0,204,61,158,0.13,mscan,Attack,High
756,1606,1,9,5,255,0.9,normal,Benign,Low
595,509,1,19,12,255,0.87,normal,Benign,Low
876,2388,1,14,13,255,1.0,normal,Benign,Low
389,1220,1,10,12,255,0.97,normal,Benign,Low
36063,47276,0,180,61,65,0.26,portsweep,Attack,High
9645,33563,0,115,94,157,0.35,portsweep,Benign,Low
799,1384,1,17,11,255,0.91,normal,Benign,Low
699,641,1,13,15,255,0.98,normal,Benign,Low
29339,40212,0,139,113,87,0.28,normal,Attack,High
438,1250,1,3,5,255,1.0,normal,Benign,Low
809,457,1,13,2,255,0.89,normal,Benign,Low
14117,54261,0,179,96,170,0.18,portsweep,Attack,High
11270,46773,0,99,108,115,0.06,normal,Attack,High
649,1630,1,10,16,255,0.85,normal,Benign,Low
28500,31245,0,182,30,110,0.11,normal,Attack,High
606,1746,1,9,17,255,0.9,normal,Benign,Low
166,1476,1,20,17,255,0.88,normal,Benign,Low
8500,53761,0,101,43,167,0.15,portsweep,Benign,Low
24175,16659,0,233,53,28,0.37,saint,Attack,High
822,588,1,20,13,255,1.0,normal,Benign,Low
314,1907,1,13,1,255,0.98,normal,Benign,Low
18821,26207,0,216,73,94,0.22,saint,Attack,High
27067,47448,0,143,112,129,0.02,normal,Attack,High
666,1689,1,16,10,255,1.0,normal,Benign,Low
28045,31674,0,214,64,146,0.14,portsweep,Attack,High
719,861,1,11,14,255,0.98,normal,Benign,Low
316,1840,1,3,18,255,0.99,normal,Benign,Low
16369,53210,0,117,102,143,0.36,mscan,Attack,High
522,1169,1,4,17,255,0.98,normal,Benign,Low
310,1534,1,2,8,255,0.99,normal,Benign,Low
775,614,1,9,8,255,0.94,normal,Benign,Low
13512,49776,0,182,112,38,0.13,saint,Attack,High
541,744,1,18,4,255,0.87,normal,Benign,Low
14274,57620,0,212,108,58,0.03,normal,Attack,High
827,2317,1,12,2,255,0.93,normal,Benign,Low
595,2498,1,6,14,255,0.92,normal,Benign,Low
31564,58851,0,226,34,175,0.02,mscan,Attack,High
333,1406,1,20,18,255,0.9,normal,Benign,Low
685,1046,1,20,5,255,0.87,normal,Benign,Low
342,504,1,11,6,255,0.99,normal,Benign,Low
897,803,1,12,1,255,0.92,normal,Benign,Low
598,1189,1,3,16,255,0.92,normal,Benign,Low
9727,52162,0,107,93,30,0.39,saint,Benign,Low
559,1891,1,16,18,255,0.95,normal,Benign,Low
222,1491,1,14,12,255,0.91,normal,Benign,Low
642,964,1,7,2,255,0.91,normal,Benign,Low
395,612,1,4,8,255,0.95,normal,Benign,Low
354,290,1,18,5,255,0.92,normal,Benign,Low
299,1659,1,7,9,255,0.94,normal,Benign,Low
11680,54101,0,136,47,162,0.05,normal,Attack,High
695,1092,1,20,7,255,0.93,normal,Benign,Low
730,2488,1,4,10,255,0.88,normal,Benign,Low
